claim_id,anchor,section,claim_type,severity,claim_text,expected_evidence_type,verification_method,pass_criteria,status,evidence_anchor,notes,original_anchor
claim-0134,docs/src/quick-start/index.md:5,quick-start,behavioral,medium,This guide is organized into three steps:,,,,rewritten,"`src/runtime/node.rs:657-753` (runtime starts workers and API), `src/api/worker.rs:190-214` (control-observation routes, including `/switchover` and `/ha/state`), `src/cli/client.rs:74-102` (CLI calls `/ha/state`, `/switchover`, `/ha/switchover`)","Uncertain: repository evidence confirms control/observation interfaces exist, but no explicit test/runtime check defines or validates the “three-step” quick-start flow as a mandatory sequence. Follow-up: add an integration/e2e test that executes an explicit three-step onboarding scenario with explicit pass/fail assertions.
Status updated to rewritten: document structure statement.",docs/src/quick-start/index.md:5
claim-0135,docs/src/quick-start/initial-validation.md:8,quick-start,descriptive,low,- Trust visibility: reported trust level aligns with current etcd health.,,,,verified,"[src/dcs/state.rs:87 (evaluate_trust)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L87), [src/dcs/worker.rs:107 (trust computed from store_healthy)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L107), [src/dcs/state.rs:303-332 (trust outcome tests)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L303), [src/api/mod.rs:41 (/ha/state dcs_trust)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/mod.rs#L41), [src/api/worker.rs:1704-1706 (ha_state trust assertion)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs#L1704)","Verified: trust is computed deterministically from etcd store health + cache quorum/leader checks, then surfaced directly in the public HA state response.",docs/src/quick-start/initial-validation.md:8
claim-0136,docs/src/quick-start/initial-validation.md:10,quick-start,descriptive,low,- DCS coherence: scope keys exist and reflect expected membership/leader intent.,,,,verified,"[src/dcs/keys.rs:26-40 (scope-aware key set)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs#L26), [src/dcs/store.rs:104-107 (write_local_member path)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L104), [src/dcs/store.rs:74-90 (leader/switchover delete/write)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L74), [src/dcs/etcd_store.rs:506 (WatchOp::Reset scope marker)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L506), [src/dcs/store.rs:562-590 (reset clears cache members/leader/switchover)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L562), [src/dcs/etcd_store.rs:1262-1277 (reconnect reset assertions)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L1262)","Verified: keyspace is strongly scoped, writes are explicit per-member/leader/switchover, and reconnect-reset behavior preserves expected coherence by clearing stale cached records and repopulating from fresh scope snapshot.",docs/src/quick-start/initial-validation.md:10
claim-0137,docs/src/quick-start/initial-validation.md:22,quick-start,descriptive,low,- etcd endpoint mismatch or scope mismatch,,,,verified,"[src/dcs/etcd_store.rs:60 (connect rejects empty endpoints)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L60), [src/dcs/etcd_store.rs:1668-1676 (unreachable endpoint write failure)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L1668), [src/dcs/keys.rs:26-31 (scope prefix)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs#L26), [src/dcs/keys.rs:85-89 (reject_wrong_scope test)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs#L85), [src/runtime/node.rs:206-223 (Etcd connect + initial cache refresh)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L206)","Verified: there is explicit handling for endpoint mismatch/failure (including test-level failure path), and explicit scope-key parsing guards against scope mismatch key usage.",docs/src/quick-start/initial-validation.md:22
claim-0138,docs/src/start-here/docs-map.md:3,start-here,behavioral,medium,"This book is intentionally layered. Read the smallest layer that solves your immediate need, then move deeper only when you need more certainty.",,,,removed,N/A (docs-only claim; no runtime/test anchor),Remove: this is a documentation layering/readability claim; not a runtime invariant.,docs/src/start-here/docs-map.md:3
claim-0139,docs/src/start-here/docs-map.md:14,start-here,descriptive,low,| Section | Primary question it answers |,,,,removed,N/A (docs-only claim; no runtime/test anchor),"Remove: it is a section/index table claim, not a testable runtime property; no code path implements “document section to question mapping” behavior.",docs/src/start-here/docs-map.md:14
claim-0140,docs/src/operator/troubleshooting.md:20,operator,descriptive,high,- etcd bootstrap/connect/watch session setup failures or timeouts,,,,verified,"[src/dcs/state.rs:87]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs:87) (evaluate_trust), [src/ha/decide.rs:51]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:51) (decide), [src/ha/decide.rs:572]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:572) (fail_safe_holds_without_quorum_and_exits_when_restored)","Verified: DCS trust transitions to NotTrusted/FailSafe and HA immediately emits `SignalFailSafe` when trust is not `FullQuorum`, including the NotTrusted case that produces “unexpected fail-safe” behavior.",docs/src/operator/troubleshooting.md:17
claim-0141,docs/src/operator/troubleshooting.md:20,operator,descriptive,low,- etcd bootstrap/connect/watch session setup failures or timeouts,,,,rewritten,"[src/dcs/etcd_store.rs:55]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:55) (connect_with_worker_bootstrap_timeout), [src/dcs/etcd_store.rs:91-111]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:91) (startup timeout path), [src/dcs/etcd_store.rs:99-120]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:99) (connect result handling), [src/dcs/etcd_store.rs:1099]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:1099) (etcd_store_connect_timeout_returns_and_does_not_hang)","Replace with: “When etcd bootstrap/connect/watch session setup fails or times out, DCS trust falls back and HA can enter fail-safe; this is enforced through DCS worker trust evaluation and HA decide-path fail-safe signaling.”",docs/src/operator/troubleshooting.md:20
claim-0142,docs/src/operator/troubleshooting.md:22,operator,descriptive,low,- inconsistent membership/leader view,,,,verified,"[src/dcs/keys.rs:26]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs:26) (key_from_path scope prefix check), [src/dcs/keys.rs:85-90]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs:85) (rejects_wrong_scope), [src/dcs/state.rs:92-99]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs:92) (evaluate_trust)","Verified: scope mismatches are rejected at key parse time, and trust requires the local member and (if present) leader member to be present in the same parsed cache.",docs/src/operator/troubleshooting.md:22
claim-0143,docs/src/operator/troubleshooting.md:25,operator,descriptive,low,- etcd transport/connect stability and timeouts,,,,rewritten,"[src/dcs/etcd_store.rs:55-66]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:55) (connect bootstrap), [src/dcs/etcd_store.rs:1099]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:1099) (connect timeout test)","Uncertain: code enforces connect bootstrap timeout and handles connect/watch failures, but there is no separate per-endpoint “health + latency” check in-repo; replace with “monitor etcd transport/connect stability and timeouts; this code path reacts to failed startup/connect/watch attempts by degrading trust/failing over.”
Status updated to rewritten: troubleshooting checklist item.",docs/src/operator/troubleshooting.md:25
claim-0144,docs/src/operator/troubleshooting.md:26,operator,descriptive,low,- `[dcs].scope` consistency on all nodes,,,,verified,"[src/dcs/keys.rs:26-33]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs:26) (scope prefix enforcement), [src/dcs/state.rs:168]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs:168) (sample config scope usage), [src/dcs/store.rs:134-142]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs:134) (refresh_from_etcd_watch key parse handling)","Verified: scope is enforced at key parse boundaries, so records outside `/{scope}/...` are rejected at source and won’t be interpreted as in-scope DCS state.",docs/src/operator/troubleshooting.md:26
claim-0145,docs/src/operator/troubleshooting.md:27,operator,descriptive,low,- leader/member records in current scope,,,,verified,"[src/dcs/state.rs:92-103]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs:92) (evaluate_trust self/leader checks), [src/dcs/state.rs:302-333]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs:302) (evaluate_trust_covers_all_outcomes)","Verified: trust is explicitly denied when local member is missing or leader points to a member not in the cache, matching “leader/member records in current scope” consistency requirements.",docs/src/operator/troubleshooting.md:27
claim-0146,docs/src/operator/troubleshooting.md:33,operator,descriptive,low,- trust not at full quorum,,,,verified,"[src/ha/decide.rs:20-24]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:20) (trust input), [src/ha/decide.rs:51-58]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:51) (fail-safe transition), [src/dcs/state.rs:17]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs:17) (DcsTrust enum)","Verified: HA decision logic directly branches on `DcsTrust::FullQuorum` versus non-full trust, and non-full trust routes through `FailSafe` with `SignalFailSafe`.",docs/src/operator/troubleshooting.md:33
claim-0147,docs/src/operator/troubleshooting.md:38,operator,descriptive,low,- DCS switchover intent visibility,,,,verified,"[src/api/controller.rs:19-40]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs:19) (post_switchover), [src/api/controller.rs:42-48]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs:42) (delete_switchover), [src/api/controller.rs:64-71]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs:64) (ha_state requested_by), [tests/bdd_api_http.rs:428]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/tests/bdd_api_http.rs:428) (bdd_api_post_switchover_writes_dcs_key), [src/api/worker.rs:191-207]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs:191) (route wiring)","Verified: switchover intent is written to DCS at `/{scope}/switchover`, exposed via `/switchover` POST and `/ha/switchover` DELETE, and returned in `/ha/state` through `switchover_requested_by`.",docs/src/operator/troubleshooting.md:38
claim-0148,docs/src/operator/troubleshooting.md:41,operator,descriptive,low,## Rewind/bootstrap loops,,,,removed,"[src/ha/decide.rs:125-167]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:125) (Primary→Rewinding and Rewinding transitions), [src/ha/decide.rs:169-190]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:169) (Rewinding→Bootstrapping), [src/ha/decide.rs:447-474]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:447) (transition matrix cases)","Replace with: “Rewind/bootstrap is an explicit state loop in the HA state machine: `Primary` can transition to `Rewinding` and then to `Bootstrapping` when rewind is unavailable/fails, then back to follower recovery paths.”; status adjusted in adjudication: heading/table-of-contents line, not a verifiable behavioral claim",docs/src/operator/troubleshooting.md:41
claim-0149,docs/src/operator/troubleshooting.md:44,operator,descriptive,low,- rewind identity/auth misconfigured or database privileges insufficient,,,,rewritten,"[src/process/worker.rs:651-676]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs:651) (build_command PgRewind), [src/process/jobs.rs:250-263]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/jobs.rs:250) (resolve_secret_source_string trim), [src/process/worker.rs:1347-1400]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs:1347) (build_command_pg_rewind_sets_pgpassword_env_for_password_auth)","Uncertain: command construction is correct for configured rewind user/credentials, but privileges/RBAC correctness is not asserted in unit tests here; replace with “incorrect rewind role privileges manifest as runtime pg_rewind command/auth failures, not as a separate in-code privilege validator.”
Status updated to rewritten: troubleshooting checklist item.",docs/src/operator/troubleshooting.md:44
claim-0150,docs/src/operator/troubleshooting.md:46,operator,descriptive,low,- source host/port for rewind is invalid,,,,verified,"[src/process/worker.rs:653-661]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs:653) (PgRewind validate source host/user/dbname), [src/process/worker.rs:674-676]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs:674) (--source-server args), [src/ha/worker.rs:704-709]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs:704) (sample rewind_source host/port/user)","Verified: rewind uses `--source-server` built from `conninfo(host,port,user,dbname)` and non-empty host/user/dbname validation is enforced before command construction, with defaults/fixtures using `127.0.0.1:5432` and `rewinder`.",docs/src/operator/troubleshooting.md:46
claim-0151,docs/src/operator/troubleshooting.md:54,operator,descriptive,low,## Leader flaps or repeated role churn,,,,removed,"[src/ha/decide.rs:39-44]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:39) (leader/available_leader flags), [src/ha/decide.rs:125-139]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:125) (Primary split-brain branch), [src/config/parser.rs:598-615]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs:598) (loop/lease timing fields validated)","Replace with: “There is no dedicated flap detector, but each decision tick re-checks leader availability and emits split-brain fencing when the node is Primary and an alternate leader is observed.”; status adjusted in adjudication: heading/table-of-contents line, not a verifiable behavioral claim",docs/src/operator/troubleshooting.md:54
claim-0152,docs/src/operator/troubleshooting.md:58,operator,descriptive,low,- unstable etcd connectivity (watch invalidation and reconnect snapshots),,,,rewritten,"[src/dcs/etcd_store.rs:335-344]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:335) (invalidate_watch_session), [src/dcs/etcd_store.rs:368-380]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:368) (establish/reconnect watch), [src/dcs/etcd_store.rs:1165-1280]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:1165) (reconnect resets cache tests)","Replace with: “Unstable etcd connectivity leads to watch/session invalidation and reconnect snapshots; after reconnect, cache is rebuilt and old state is discarded until authoritative snapshot is applied.”",docs/src/operator/troubleshooting.md:58
claim-0153,docs/src/operator/troubleshooting.md:63,operator,descriptive,low,"- etcd connectivity to configured endpoints (or per-node proxy endpoints, if used)",,,,rewritten,"[src/dcs/etcd_store.rs:55-66]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:55) (endpoint list + scope prefix), [src/dcs/etcd_store.rs:486-536]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs:486) (bootstrap_snapshot and queueing)","Uncertain: code confirms configured endpoint list is used for connection and scope-prefixed keyspace snapshots are loaded, but no explicit path-level network-route-to-endpoint health check/verification exists in this layer; follow-up is needed to confirm any external route/proxy health layer this claim references.
Status updated to rewritten: troubleshooting checklist item.",docs/src/operator/troubleshooting.md:63
claim-0154,docs/src/operator/troubleshooting.md:78,operator,descriptive,low,- [Architecture Assurance / DCS Data Model and Write Paths](../assurance/dcs-data-model.md),,,,rewritten,"[src/dcs/keys.rs:6-53]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs:6) (DcsKey variants and parser), [src/dcs/store.rs:134-165]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs:134) (refresh_from_etcd_watch/apply_watch_update), [src/dcs/store.rs:651-675]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs:651) (write leader/clear switchover tests), [src/api/controller.rs:19-49]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs:19) (DCS write/delete helpers)","Replace with: “DCS data model write paths are implemented via explicit scoped keys (`member`, `leader`, `switchover`, `config`, `init`) and corresponding `DcsStore` writer/refresh operations, with BDD/API tests validating switchover write/delete behavior and route contract.”",docs/src/operator/troubleshooting.md:78
claim-0155,docs/src/start-here/solution.md:7,start-here,descriptive,low,Observe[Observe PG + DCS state] --> Decide[Decide safest next phase],,,,verified,"`/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs:42-70` (`run`), `:72-79` (`step_once`), `:325-331` (`world_snapshot`); `/home/.../src/ha/worker.rs:1366-1390` (`run_reacts_to_interval_tick_and_watcher_change`)","This matches the claimed Observe→Decide flow: loop wakeups from PG/DCS/process/config subscribers or tick call `step_once`, which snapshots current state and calls `decide` before publishing next HA state.",docs/src/start-here/solution.md:7
claim-0156,docs/src/start-here/solution.md:14,start-here,descriptive,low,- It observes local PostgreSQL state and shared DCS state.,,,,verified,"`/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/state.rs:43-47` (`WorldSnapshot` fields), `/home/.../src/ha/worker.rs:325-331` (`world_snapshot`); `/home/.../src/pginfo/worker.rs:14-21` (`step_once` polling PostgreSQL + `SqlStatus` publish); `/home/.../src/dcs/worker.rs:72-127` (`step_once` reads pg_subscriber + drain/refresh DCS into cache)",Implementation directly observes both local PostgreSQL and DCS-derived shared state and feeds both into the HA decision path.,docs/src/start-here/solution.md:14
claim-0157,docs/src/start-here/solution.md:26,start-here,invariant,high,"A loop-based controller can look cautious, because it revalidates instead of rushing actions. The loop continuously re-runs decision from fresh state snapshots and uses explicit guards (trust, PostgreSQL reachability, leader availability, switchover intent), so transitions are controlled and repeatable. Safety behavior is bounded by transition logic and validated by fail-safe/fencing/switchover/idempotency tests.",,,,rewritten,"`/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs:20-49`, `220-230` (idempotency), `571-603` (fail-safe hold/recover), `607-637` (switchover), `513-568` (`idempotency_*` tests), `307-318` transition-matrix test cases","Replace with: “The loop continuously re-runs decision from fresh state snapshots and uses explicit guards (`trust`, PG reachability, leader availability, switchover flag), so transitions are controlled and repeatable; safety behavior is bounded by transition logic and covered by fail-safe/fencing/switchover/idempotency tests, not a blanket claim that all unsafe transitions are prevented.”",docs/src/start-here/solution.md:26
claim-0158,docs/src/start-here/solution.md:30,start-here,descriptive,low,"During incidents, operators can reason about current behavior by asking three questions: what is the node observing, what decision did it make, and what action is blocked or running. In practice, correlate `/ha/state` with debug payloads (`/debug/verbose` or `/debug/snapshot` when enabled), plus DCS record views and relevant logs.",,,,rewritten,"`/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs:207-214` (`/ha/state` route), `/home/.../src/api/controller.rs:51-77` (`get_ha_state` response fields), `/home/.../src/debug_api/view.rs:13-24` and `150-178` (`/debug/verbose` includes DCS and timeline), `/home/.../src/test_harness/ha_e2e/util.rs:548-563`, `96-120` (`/ha/state` poll + fallback)","Replace with: “Incident reasoning is available through `/ha/state` and the debug payload (`/debug/verbose`/`/debug/snapshot`); real-binary e2e uses `/ha/state` polling (`get_ha_state_with_fallback`, `fetch_node_ha_state_by_index`) plus `assert_no_dual_primary_window`/phase-history checks, while raw logs are not directly mapped by this API path.”",docs/src/start-here/solution.md:30
claim-0159,docs/src/start-here/problem.md:3,start-here,behavioral,medium,"PostgreSQL high availability fails in predictable ways when operations rely on ad-hoc scripts and implicit assumptions. The common failure mode is not only outage duration. The larger risk is unsafe role changes under partial information, which can lead to concurrent primaries.",,,,rewritten,[src/ha/decide.rs:51-58](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51-L58); [src/ha/decide.rs:378-390](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L378-L390); [src/ha/e2e_multi_node.rs:2494-2534](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L2494-L2534); [src/ha/e2e_multi_node.rs:1462-1490](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1462-L1490),Rewritten bounded wording: “This implementation avoids ad-hoc independent primary decisions by funneling role changes through shared DCS-trust-aware HA logic that gates promotion and enforces a no-dual-primary safety boundary in failure tests.”,docs/src/start-here/problem.md:3
claim-0160,docs/src/start-here/problem.md:7,start-here,descriptive,low,"This system exists to make role coordination explicit. It turns leader selection, switchover intent, and health observations into an ongoing control loop instead of a one-time manual decision. Operators get a repeatable mechanism for planned and unplanned transitions, with clear constraints when trust in shared coordination degrades.",,,,verified,[src/ha/worker.rs:72-83](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L72-L83); [src/dcs/worker.rs:72-77](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L72-L77); [src/api/worker.rs:190-205](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs#L190-L205); [src/api/controller.rs:19-40](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L19-L40),Verified: HA/DCS workers run in periodic control loops and `POST /switchover` plus `DELETE /ha/switchover` wire operator intent into DCS-backed state transitions.,docs/src/start-here/problem.md:5
claim-0161,docs/src/start-here/problem.md:11,start-here,behavioral,medium,"In a healthy cluster, operators want smooth transitions and fast recovery. In a degraded cluster, operators need the system to be conservative in exactly the right places. A design that optimizes only for speed can create data divergence that is more expensive than short unavailability.",,,,verified,[src/ha/decide.rs:51-58](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51-L58); [src/ha/decide.rs:393-401](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L393-L401); [src/ha/e2e_multi_node.rs:1496-1561](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1496-L1561); [src/ha/e2e_partition_chaos.rs:868-882](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_partition_chaos.rs#L868-L882),"Verified: degraded inputs force conservative transitions (FailSafe and fencing/rehabilitation paths), and real-e2e tests explicitly assert no primary divergence windows under stress and isolated partitions.",docs/src/start-here/problem.md:9
claim-0162,docs/src/start-here/problem.md:15,start-here,behavioral,high,"The project intentionally trades maximum liveness for stronger safety under ambiguity. That means there are conditions where the system will decline promotion or demote aggressively. This behavior is deliberate. The alternative is optimistic progress under uncertain coordination, which increases split-brain risk.",,,,verified,[src/ha/decide.rs:51-58](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51-L58); [src/ha/decide.rs:393-401](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L393-L401); [src/ha/decide.rs:378-390](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L378-L390); [src/ha/decide.rs:471-477](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L471-L477),"Verified: the decision matrix explicitly prefers safer actions (FailSafe, demotion, fencing, conservative waiting states) when trust is insufficient or conflict is detected, instead of immediate promotion.",docs/src/start-here/problem.md:13
claim-0163,docs/src/start-here/problem.md:19,start-here,behavioral,high,"This tradeoff is most visible during network instability, etcd disruption, and partial-cluster failures. In those moments, the correct operator expectation is not ""always promote quickly."" The correct expectation is ""promote only when safety evidence is strong enough.""",,,,verified,[src/dcs/state.rs:87-103](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L87-L103); [src/dcs/worker.rs:76-121](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L76-L121); [src/ha/decide.rs:51-58](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51-L58); [src/ha/e2e_multi_node.rs:1887-1901](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1887-L1901); [src/dcs/etcd_store.rs:1228-1281](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L1228-L1281),"Verified: trust degradation from unstable DCS state and network disruption is handled as an explicit fail-safe path, and e2e scenarios validate fail-safe entry on etcd majority loss.",docs/src/start-here/problem.md:17
claim-0164,docs/src/quick-start/prerequisites.md:7,quick-start,descriptive,low,"- PostgreSQL 16 binaries (`postgres`, `pg_ctl`, `pg_rewind`, `initdb`, `pg_basebackup`, `psql`)",,,,verified,"[src/test_harness/binaries.rs](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/binaries.rs:82-90) (`require_pg16_process_binaries_for_real_tests` includes `postgres`, `pg_ctl`, `pg_rewind`, `initdb`, `pg_basebackup`, `psql`); [src/test_harness/ha_e2e/startup.rs](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/startup.rs:163-169) (startup invokes PG16 binary requirement check) and [src/test_harness/ha_e2e/startup.rs:468-473] (these binaries are injected into runtime config).",Verified: the e2e startup path hard-fails unless all required PostgreSQL 16 tool binaries are present.,docs/src/quick-start/prerequisites.md:7
